count;frame;lane;on_the_fly;over;Veh_ TypeM;Vm;Veh_ Type1;Veh_RL;V1;Veh_ Type0;Veh_ Type2;Veh_ Type3;platoon;sum_ platoon;d0;d1;d2;d3;opening;s_x;s_y;distancexy;V2;V3;helmet;passenger;dif;ttc;ttcc
707;6322;1;1;1;1;115;1;1;82;1;0;0;0;0;64;255;255;255;360.6;3.2;4.5;5.5;0;0;1;0;33;0.318181818;0.318181818
708;6500;1;1;0;0;74;1;0;71;2;0;0;0;0;7.3;255;255;255;360.6;2.8;2.1;3.5;0;0;1;0;3;2.833333333;2.833333333
709;6584;0;1;0;0;78;2;1;74;0;1;1;0;0;255;49;3.4;1.6;3.7;0.7;8.7;8.7;73;77;1;0;4;3.425;3.425
710;6584;1;1;0;0;74;1;0;77;2;0;0;0;0;8.8;255;255;255;360.6;2.5;1.5;2.9;0;0;1;0;-3;-2.633333333;0
711;6884;0;1;1;0;77;1;0;65;0;1;1;1;2;255;36.7;16.1;2.5;16.3;2.5;5.7;6.2;58;60;1;0;12;0.933333333;0.933333333
712;6934;1;1;1;0;77;2;1;60;1;1;1;1;2;36.4;43.8;32.2;2.6;32.3;1.3;3.2;3.4;74;80;1;0;17;0.494117647;0.494117647
713;8718;1;1;0;1;78;1;0;71;1;1;1;0;0;34.4;80.6;19.1;0.7;19.1;3.4;2.2;4;60;76;1;1;7;1.285714286;1.285714286
714;8968;0;1;1;0;92;1;1;53;2;1;0;0;0;13.5;255;255;255;360.6;2.9;2.9;4.1;69;0;1;0;39;0.233333333;0.233333333
715;8968;1;0;1;0;81;1;1;53;2;1;2;0;0;65.7;30.8;2.1;1.9;2.8;1.3;13.5;13.6;69;92;1;0;28;0.664285714;0.664285714
716;9068;1;0;0;0;73;2;1;75;0;1;1;0;0;255;46.7;13.4;2.8;13.7;1.6;1.1;2;88;75;1;0;-2;-3.5;0
717;9399;1;0;0;0;64;1;1;63;0;2;1;0;0;255;39.3;2.8;1.3;3.1;0.3;14.2;14.2;80;65;1;0;1;19.2;19.2
718;9424;0;0;1;1;90;1;1;60;0;0;1;0;0;255;255;2.7;1.2;3;1.7;5.5;5.7;0;82;1;0;30;0.356666667;0.356666667
720;9624;0;0;1;0;87;1;0;77;0;1;2;0;0;255;30.7;13.9;1.3;13.9;1.7;2.9;3.3;50;80;1;0;10;0.83;0.83
721;9800;1;0;0;1;73;4;1;58;1;1;1;0;0;23.8;26.3;1.2;1;1.5;0.8;8.1;8.2;57;60;1;0;15;0.88;0.88
722;9900;0;1;0;0;70;1;1;58;1;1;1;0;0;10.3;34;1;1.2;1.5;2.2;2.3;3.2;70;73;1;0;12;0.683333333;0.683333333
723;10111;1;0;0;0;53;1;1;57;1;1;1;1;2;36.8;84;29.4;1.6;29.5;0.4;6.3;6.3;66;73;1;0;-4;-2.825;0
724;10267;0;0;0;1;70;1;0;76;1;2;1;0;0;46.3;29.4;1.3;1.6;2;1.2;7;7.1;61;63;0;0;-6;-2.016666667;0
725;10957;1;0;0;0;75;1;0;79;1;0;3;0;0;81.4;255;11.7;2.3;11.9;2.3;2.1;3.1;0;66;1;0;-4;-2.025;0
726;11907;0;1;1;0;86;1;1;65;0;0;0;0;0;255;255;255;255;360.6;2.4;4.1;4.7;0;0;1;0;21;0.461904762;0.461904762
727;12232;0;1;1;1;111;1;1;55;0;1;4;0;0;255;76.7;32.5;255;257.1;3.5;7.9;8.6;72;64;1;0;56;0.242857143;0.242857143
728;12282;0;1;1;1;136;4;1;70;1;1;0;0;0;31.2;255;255;255;360.6;2.3;4.9;5.4;67;0;1;0;66;0.157575758;0.157575758
729;12307;0;0;1;0;81;1;0;67;0;1;1;0;0;255;42.4;31.1;1.5;31.2;1.5;4.1;4.4;60;64;1;0;14;0.671428571;0.671428571
730;12532;0;0;0;1;67;1;0;66;0;2;3;0;0;255;13;9;1.1;9.1;1.3;4;4.2;85;84;1;0;1;9.2;9.2
731;12532;1;1;1;0;85;1;0;66;3;0;3;0;0;4.1;255;9;1.1;9.1;3.2;1.3;3.4;0;84;1;0;19;0.442105263;0.442105263
732;12788;0;0;1;1;90;1;0;76;0;1;2;0;0;255;16;9.8;2.3;10.1;1.3;1.6;2.1;58;48;0;0;14;0.507142857;0.507142857
733;13113;0;0;0;1;73;1;0;71;1;1;1;0;0;49.7;12.7;0.6;1.8;1.9;1.3;1.3;1.8;54;58;1;1;2;3.4;3.4
734;13188;1;0;1;1;67;1;1;62;4;1;1;0;0;35.1;11.3;1.1;1.6;2;1.5;1.2;1.9;65;66;1;1;5;1.38;1.38
735;13163;0;1;1;0;67;4;1;57;1;1;1;1;5;7.8;45.4;10.3;1.2;10.4;2.3;2.5;3.4;58;55;1;0;10;0.84;0.84
736;13288;1;0;1;0;62;1;1;61;1;1;1;0;0;31.5;20.3;255;1.6;255;1.4;3.8;4.1;58;62;1;0;1;9.1;9.1
737;13338;1;0;1;0;66;1;1;61;1;1;1;0;0;32.7;21.2;3;1.5;3.3;1.5;5.1;5.3;57;61;1;0;5;2.06;2.06
738;13763;1;0;1;0;65;1;1;45;1;1;1;0;0;22;30.7;8.5;1.2;8.6;1.8;3.9;4.3;53;69;1;0;20;0.465;0.465
739;14713;1;1;0;1;63;1;0;65;0;0;0;0;0;255;255;255;255;360.6;3;8.3;8.8;0;0;0;0;-2;-6.9;0
740;15288;0;1;1;1;109;1;0;76;0;0;0;0;0;255;255;255;255;360.6;2.8;5.4;6.1;0;0;1;0;33;0.336363636;0.336363636
741;15363;0;0;1;1;88;1;0;68;1;1;0;0;0;37.5;255;255;255;360.6;1.1;12;12;48;0;1;0;20;0.85;0.85
742;15488;1;0;1;0;77;2;1;51;2;1;1;0;0;9.5;19;6.9;1.7;7.1;1.1;3.6;3.8;66;77;1;0;26;0.338461538;0.338461538
743;15854;0;0;0;1;79;1;1;75;3;1;1;0;0;41.1;53.2;1.8;1.2;2.2;1.8;5.5;5.8;69;73;1;0;4;2.7;2.7
744;15879;1;0;1;0;71;2;1;51;1;1;1;0;0;62.4;31.9;2.7;1.6;3.1;1;1.8;2.1;73;73;1;0;20;0.355;0.355
745;15989;0;1;0;0;78;1;1;80;0;1;1;0;0;255;95;13.5;1;13.5;2.8;3.5;4.5;65;88;1;0;-2;-4.75;0
746;18456;0;1;0;1;97;2;1;84;0;0;2;0;0;255;255;27.2;2.5;27.3;1.8;7;7.2;0;96;1;0;13;0.938461538;0.938461538
747;18681;0;1;1;1;95;1;1;65;1;1;1;0;0;27.4;40.9;13.3;1.8;13.4;2.9;1.6;3.3;65;71;1;0;30;0.276666667;0.276666667
748;20831;0;1;1;0;88;1;1;65;0;0;1;0;0;255;255;7.6;0.7;7.6;2.1;3.5;4.1;0;81;1;0;23;0.395652174;0.395652174
749;21181;1;0;0;0;72;1;1;56;1;1;1;0;0;32.2;39.5;2.8;1.3;3.1;1.4;14.6;14.7;71;75;1;0;16;1.23125;1.23125
750;21431;0;1;0;1;89;1;1;58;1;1;1;0;0;83.8;63;1.8;1.6;2.4;2.4;3.7;4.4;86;81;0;0;31;0.303225806;0.303225806
751;21456;0;1;1;0;82;1;1;52;2;0;1;1;2;10.3;255;44.2;1.5;44.2;2.3;7.8;8.1;0;87;1;0;30;0.436666667;0.436666667
752;21531;1;0;1;0;76;2;1;49;0;1;1;0;0;255;66.3;15.6;255;255.5;1.6;1.7;2.3;76;87;1;0;27;0.27037037;0.27037037
753;21811;0;1;1;1;70;2;1;95;2;1;1;0;0;35;66.3;24.4;1.8;24.5;2.9;4.5;5.4;67.9;82;1;0;-25;-0.416;0
754;22011;1;1;0;0;79;1;0;72;1;2;1;1;2;25.9;40.3;13.5;1.8;13.6;2.3;7.6;7.9;74;60;1;0;7;1.842857143;1.842857143
755;22336;0;0;0;1;77;1;0;76;0;1;1;0;0;255;27.7;4.3;2;4.7;2;1.7;2.6;56;62;1;0;1;7.6;7.6
756;22386;0;1;1;0;77;1;1;58;1;1;3;1;4;46.3;97;44.8;1.2;44.8;2.1;4.4;4.9;70;77;1;0;19;0.521052632;0.521052632
757;24336;0;1;1;0;81;1;1;60;2;1;1;0;0;57.1;40.2;3.1;1.2;3.3;3.2;5.4;6.3;82;84;1;0;21;0.538095238;0.538095238
758;24986;0;0;1;1;108;2;1;60;2;2;1;0;0;35.9;28.6;2.8;2;3.5;2.1;6.1;6.5;73;73;1;0;48;0.239583333;0.239583333
759;25036;0;1;1;0;78;2;1;59;2;1;1;0;0;37;68.7;10.3;2.3;10.6;2.3;6.2;6.6;70;79;1;0;19;0.610526316;0.610526316
760;25181;1;0;0;0;79;1;1;71;0;1;1;0;0;255;44.5;24.9;1.6;24.9;1.6;2.6;3;73;85;1;0;8;1;1
761;25281;1;0;1;0;65;1;1;45;1;1;1;0;0;31.9;71.4;5.5;1.8;5.8;1.8;2.8;3.3;70;64;1;0;20;0.415;0.415
762;25431;1;0;1;0;70;1;1;55;1;1;1;0;0;61.2;50.4;1;1.6;1.9;0.5;6.4;6.4;59;74;1;0;15;0.76;0.76
763;27731;1;1;0;1;82;1;0;75;1;2;1;1;6;43.3;27.5;4.2;1.7;4.5;1.1;6.8;6.9;61;68;1;0;7;1.7;1.7
764;27756;0;0;1;0;77;1;0;65;3;1;2;0;0;21.2;49.6;30.5;1.6;30.5;1.9;6.3;6.5;48;57;1;0;12;0.958333333;0.958333333
765;27781;0;1;0;0;78;1;1;57;1;0;1;1;2;5.8;255;16.7;1.6;16.8;2.1;4.5;5;0;74;1;0;21;0.476190476;0.476190476
766;29999;1;1;0;1;65;1;0;78;1;0;1;0;0;43.1;255;3.3;1.3;3.5;3.8;12.8;13.3;0;66;1;0;-13;-1.407692308;0
767;255;0;1;1;1;118;1;1;60;1;0;1;0;0;37.9;255;15.7;1.4;15.7;2.6;6.3;6.8;0;75;1;0;58;0.203448276;0.203448276
768;430;1;0;1;0;72;1;1;56;1;1;1;1;3;9.5;28.3;13.2;1.7;13.3;1.6;4;4.3;55;65;1;0;16;0.58125;0.58125
769;586;1;0;0;0;68;1;1;65;1;1;1;1;3;39.9;10;1;1.2;1.6;1.6;1;1.9;59;63;1;0;3;2.3;2.3
770;730;0;0;0;0;75;1;0;68;2;0;1;1;2;37.9;255;4.5;1.5;4.8;1.3;1.1;1.7;0;66;1;0;7;0.957142857;0.957142857
771;935;1;1;1;1;81;1;0;61;1;0;1;0;0;32.8;255;35.2;0.7;35.2;3.1;3.9;5;0;73;1;0;20;0.5;0.5
772;1998;0;1;1;1;89;2;1;54;1;0;0;0;0;9.6;255;255;255;360.6;2.4;2.8;3.7;0;0;1;0;35;0.248571429;0.248571429
773;2196;0;1;1;0;79;1;1;58;0;0;0;0;0;255;255;255;255;360.6;2.2;3.9;4.5;0;0;1;0;21;0.452380952;0.452380952
774;2846;1;1;1;0;87;1;0;81;0;0;2;0;0;255;255;5.1;2.3;5.6;1.9;3.4;3.9;0;50;1;0;6;1.483333333;1.483333333
775;3521;1;0;1;1;91;1;1;82;0;2;3;0;0;255;63.9;10.4;1.4;10.5;2.3;3.9;4.5;81;79;1;0;9;1.055555556;1.055555556
776;3730;1;1;0;0;80;1;0;71;0;0;0;0;0;255;255;255;255;360.6;2.4;1.7;2.9;0;0;1;0;9;0.877777778;0.877777778
777;4055;1;0;0;1;61;1;1;59;0;1;1;0;0;255;15.2;0.7;1.8;1.9;0.7;13.4;13.4;66;67;1;0;2;9.2;9.2
778;4105;1;1;1;0;76;1;0;65;1;0;1;0;0;21.7;255;31.6;255;256.9;2.8;2.2;3.5;0;88;1;0;11;0.772727273;0.772727273
779;4230;0;1;1;1;76;1;1;66;1;0;3;0;0;39.5;255;3.4;2.6;4.3;2.4;3.7;4.4;0;76;1;0;10;0.94;0.94
780;4345;1;1;1;0;68;1;0;55;1;1;1;0;0;11.9;91.5;67.4;1.2;67.4;2.7;1.7;3.2;58;65;1;0;13;0.630769231;0.630769231
781;4420;0;0;1;1;79;1;1;66;0;1;1;0;0;255;31.9;8.3;1.1;8.4;1.8;3.6;4;59;66;1;0;13;0.692307692;0.692307692
782;4495;0;0;1;1;83;1;0;66;1;1;1;0;0;38.9;23.9;7.7;1.1;7.8;1.3;3;3.3;64;64;1;0;17;0.488235294;0.488235294
783;4745;1;0;1;0;81;1;1;60;0;1;0;0;0;255;255;255;255;360.6;1.5;1.6;2.1;60;0;1;0;21;0.338095238;0.338095238
784;4795;1;1;1;0;72;1;0;58;1;0;1;0;0;21.5;255;14.3;255;255.4;2.3;1;2.5;0;59;1;0;14;0.535714286;0.535714286
785;5820;1;1;0;0;75;1;0;74;0;0;0;0;0;255;255;255;255;360.6;2.5;11.7;11.9;0;0;1;0;1;16.9;16.9
786;5995;0;0;1;0;75;1;0;53;0;4;2;0;0;255;17;9.1;3;9.6;1;3.9;4;46;58;1;0;22;0.409090909;0.409090909
787;6270;0;1;1;1;78;4;1;43;4;1;1;1;3;33.7;120;63;0.9;63;2.6;1.9;3.2;56;73;1;0;35;0.234285714;0.234285714
788;6468;0;1;1;0;85;4;1;56;1;2;1;0;0;38.7;58.7;12.6;1.4;12.7;1.4;8.2;8.3;73;64;1;0;29;0.45862069;0.45862069
789;6493;0;1;1;0;87;2;0;66;1;2;3;0;0;5.4;45.6;20;0.6;20;1.2;2;2.3;66;79;1;0;21;0.347619048;0.347619048
790;7793;0;1;0;1;83;3;1;82;1;1;1;0;0;71.4;72.7;6.6;2.6;7.1;2.1;6.5;6.8;73;81;0;0;1;11.8;11.8
791;7818;1;0;1;1;83;1;0;62;1;0;1;0;0;40.1;62.3;21.4;1.4;21.4;1.3;6.6;6.8;54;53;1;0;21;0.561904762;0.561904762
792;7868;1;0;1;1;84;1;1;47;1;1;1;0;0;60.4;42.7;16.7;0.6;16.7;0.4;14.4;14.4;64;81;1;0;37;0.524324324;0.524324324
793;9568;0;0;0;0;97;2;0;99;0;0;0;1;2;255;255;255;255;360.6;1.2;6.4;6.5;0;0;1;0;-2;-5.75;0
794;9843;1;0;1;0;72;1;1;67;1;1;1;0;0;40.6;74.7;47.4;1.6;47.5;1.4;5.8;5.9;53;81;1;0;5;2.18;2.18
795;9918;1;1;1;0;76;1;0;53;1;1;1;1;2;21;46.4;18.3;0.3;18.3;2.2;4.1;4.6;50;63;1;0;23;0.417391304;0.417391304
796;11868;0;1;1;1;96;3;1;79;0;0;0;0;0;255;255;255;255;360.6;2.3;3.1;3.8;0;0;1;0;17;0.517647059;0.517647059
797;12093;0;1;1;1;101;4;1;57;1;1;4;0;0;42.1;51.8;6.1;1.1;6.2;2.7;9.9;10.2;68;84;1;0;44;0.345454545;0.345454545
798;12468;0;0;0;1;75;1;0;72;1;1;1;1;2;82.8;64.4;1.6;1.6;2.2;0.8;7.9;7.9;60;79;1;0;3;4.3;4.3
799;13118;1;0;1;0;74;1;1;65;1;1;1;0;0;51.1;52.1;32.1;1.7;32.2;1;5.8;5.9;73;77;1;0;9;1.211111111;1.211111111
800;13218;0;1;1;0;78;4;1;65;4;1;1;0;0;16.4;51.2;4.5;1.6;4.7;2.4;4.6;5.2;60;77;1;0;13;0.784615385;0.784615385
801;594;0;1;0;1;69;1;1;71;1;0;1;0;0;22.5;255;12.8;1.3;12.8;3.2;8.4;9;0;65;1;0;-2;-7;0
802;710;1;0;1;1;99;1;1;55;0;3;1;0;0;255;35.4;2.9;1.9;3.4;1.9;3.7;4.2;75;78;1;0;44;0.209090909;0.209090909
803;754;1;1;0;0;88;1;1;79;1;1;3;0;0;35.6;255;19.9;1.7;20;2.2;1.7;2.8;76;96;1;0;9;0.866666667;0.866666667
804;829;1;1;1;1;89;1;0;83;0;2;3;0;0;255;94.9;71.4;0.4;71.4;2.5;2.9;3.8;86;89;1;0;6;1.466666667;1.466666667
805;954;0;0;1;1;106;2;1;68;2;2;2;0;0;67;46.8;20.8;1.3;20.8;1.8;11.3;11.5;103;75;1;0;38;0.434210526;0.434210526
806;1079;0;0;1;1;94;2;1;85;2;1;1;0;0;20.8;29.8;3.1;2;3.7;1.3;2.7;3;60;76;1;0;9;0.888888889;0.888888889
807;1129;0;1;1;1;94;2;1;68;2;1;1;1;2;32.5;33.4;19.2;2.9;19.4;2.2;7.3;7.6;81;71;1;0;26;0.484615385;0.484615385
808;1279;1;0;1;0;90;2;1;60;0;1;1;0;0;255;21.8;5.1;2.2;5.6;2.1;5.3;5.7;66;67;1;0;30;0.356666667;0.356666667
809;1579;0;1;0;0;86;1;0;83;0;1;1;0;0;255;60.5;14.3;1.3;14.3;3;1.9;3.5;0;83;1;0;3;2.833333333;2.833333333
810;2054;1;0;1;0;70;1;1;49;1;1;1;0;0;35.4;22.6;7.3;1.1;7.4;1;6;6.1;48;63;1;0;21;0.528571429;0.528571429
811;2257;1;1;0;0;79;1;0;69;1;1;1;0;0;26.7;45.9;0.8;1.2;1.4;3.2;13.3;13.7;67;70;0;0;10;1.87;1.87
812;2307;1;0;0;0;73;1;1;75;0;1;1;0;0;255;70.6;8.1;1.4;8.2;0.2;6.9;6.9;55;75;1;0;-2;-5.95;0
813;2457;1;0;1;0;95;1;1;75;0;0;1;0;0;255;255;5;1.4;5.2;1.1;2.2;2.5;0;60;1;0;20;0.375;0.375
814;3332;0;0;1;1;85;1;0;65;0;0;1;0;0;255;255;13.4;0.3;13.4;1.7;4.3;4.6;0;62;1;0;20;0.48;0.48
815;3582;0;0;1;1;120;1;0;83;1;1;1;0;0;55.2;56.4;32.9;1.3;32.9;0.8;15;15;55;91;1;0;37;0.540540541;0.540540541
816;4032;1;0;1;0;78;2;1;59;0;1;1;0;0;255;48.6;28.8;1.7;28.9;0.7;9.2;9.3;67;89;1;0;19;0.752631579;0.752631579
817;5932;1;1;1;0;67;2;1;47;0;0;0;0;0;255;255;255;255;360.6;1.5;6.2;6.4;0;0;1;0;20;0.57;0.57
818;7007;0;1;0;0;83;2;1;69;0;0;1;0;0;255;255;35.4;255;257.4;1.9;8.3;8.5;0;60;1;0;14;0.964285714;0.964285714
819;7082;1;0;1;1;78;2;1;67;2;1;0;1;2;50.6;255;255;255;360.6;0.9;8.8;8.9;0;60;1;0;11;1.263636364;1.263636364
820;7382;1;1;0;0;64;1;1;68;1;0;2;0;0;63.9;255;15.6;2.5;15.8;3.9;6.1;7.2;0;53;0;0;-4;-3.05;0
821;7457;1;0;0;1;75;1;1;76;0;1;1;0;0;255;37.9;6.6;0.2;6.6;0.2;13.2;13.2;68;64;1;0;-1;-18.2;0
822;7807;1;1;1;0;83;2;1;92;2;1;0;0;0;48.9;255;255;255;360.6;1.8;1.3;2.2;64;0;1;0;-9;-0.8;0
823;7932;1;1;0;0;65;1;0;60;1;0;1;0;0;35.8;255;47.4;1.6;47.4;2.5;5;5.6;0;86;1;0;5;2.12;2.12
824;8107;0;0;0;1;73;1;0;70;1;1;1;0;0;17.3;26.2;1.5;1.9;2.4;1.7;6.1;6.3;74;75;1;0;3;3.766666667;3.766666667
825;8382;0;1;1;1;94;1;1;80;0;0;0;0;0;14;255;255;255;360.6;1.8;6.1;6.3;0;0;1;0;14;0.807142857;0.807142857
826;9757;0;1;0;1;69;4;1;60;0;1;1;0;0;255;16.3;3.5;1.5;3.8;2.9;7.1;7.6;68;73;1;0;9;1.4;1.4
827;9932;1;1;0;0;93;1;0;80;2;1;1;0;0;17.3;49.4;24.7;255;256.2;2.5;7.3;7.7;81;69;1;0;13;0.976923077;0.976923077
828;9932;0;1;0;0;76;2;1;91;1;0;1;0;0;8;255;7.3;1.7;7.4;2.8;8.2;8.6;0;74;1;0;-15;-0.906666667;0
829;10082;1;0;0;0;73;3;1;87;0;1;2;0;0;255;33.6;1.3;2.5;2.8;1.2;13.7;13.8;78;82;1;0;-14;-1.342857143;0
830;10682;1;1;0;0;61;4;0;70;1;0;1;0;0;4;255;9.5;255;255.2;2.2;1.9;2.9;0;75;1;0;-9;-0.877777778;0
831;12383;0;1;1;1;113;3;1;112;0;1;1;0;0;255;111;92.4;1.3;92.4;2.1;9.8;10;83;68;1;0;1;15;15
832;12608;0;1;1;0;113;1;1;64;0;0;1;0;0;255;255;41.3;0.9;41.3;2.7;9.3;9.6;0;82;1;0;49;0.297959184;0.297959184
833;12983;0;1;1;0;105;2;1;68;1;0;1;0;0;25.4;255;28.1;255;256.5;2.2;5.4;5.8;0;68;1;0;37;0.291891892;0.291891892
835;13941;0;1;1;1;80;1;1;55;1;2;1;1;3;25.5;1;18.4;1.7;18.5;3.4;3.4;4.8;75;81;1;0;25;0.392;0.392
836;14516;1;0;1;0;78;4;1;70;0;1;1;0;0;255;53.8;18.9;0.7;19;1.5;3.1;3.4;65;63;1;0;8;1.05;1.05
837;15541;1;0;1;1;100;2;1;72;2;1;3;0;0;50.4;82.9;40.8;3.2;40.9;1.5;14.6;14.7;73;90;0;0;28;0.703571429;0.703571429
838;15566;0;1;1;1;108;1;0;68;0;1;2;0;0;255;74.4;37.4;2.2;37.4;2.4;6.1;6.6;56;76;1;0;40;0.29;0.29
839;15866;1;0;1;0;90;1;1;70;0;1;1;1;2;255;85;38.4;1.5;38.4;2;14.9;15.1;59;82;1;0;20;1.005;1.005
840;16091;1;1;1;1;77;1;0;70;1;2;1;0;0;24.4;87.4;36.8;255;257.6;2.4;4.7;5.3;56;77;1;0;7;1.471428571;1.471428571
841;16291;0;1;1;1;86;1;1;56;0;0;1;0;0;255;255;16;0.5;16;2.9;6.9;7.5;0;79;1;0;30;0.416666667;0.416666667
842;16516;1;0;1;0;85;2;1;65;0;1;1;0;0;255;14.6;4.4;2.5;5.1;1.7;3.6;4;64;69;1;0;20;0.45;0.45
843;16791;1;0;0;0;61;2;1;64;1;1;0;0;0;79.6;255;255;255;360.6;0.7;13.8;13.8;66;0;1;0;-3;-6.266666667;0
844;16916;1;0;0;1;67;1;1;65;0;0;1;0;0;255;255;2.2;1.6;2.7;0.3;15.7;15.7;0;73;1;0;2;10.35;10.35
845;18841;1;0;1;1;86;4;1;58;1;0;1;0;0;13.6;255;255;1.5;255;1;3.4;3.5;0;71;1;0;28;0.303571429;0.303571429
846;19116;1;1;0;0;80;1;0;77;0;0;0;0;0;255;255;255;255;360.6;2.4;6.6;7;0;0;1;0;3;4;4
847;19266;1;0;1;0;80;1;1;66;1;1;1;0;0;30.4;32.6;9.6;1.3;9.7;0.6;11.2;11.2;56;61;1;0;14;1.157142857;1.157142857
848;19491;1;1;0;0;67;1;0;66;1;1;1;0;0;24;36.6;13.6;1.3;13.7;3.4;2.8;4.4;62;71;1;0;1;9.4;9.4
849;19641;1;1;0;1;82;1;0;77;1;0;1;0;0;53.9;255;33.3;1;33.4;2.3;2.8;3.6;0;67;1;0;5;1.72;1.72
850;20116;1;1;1;0;72;2;1;57;0;0;1;0;0;255;255;40;2.5;40.1;2.5;2.7;3.7;0;81;1;0;15;0.58;0.58
